82
  43  22  22   2   16 1006
   2  23   0   0   30 1010
   0   2   2   0   70 1011
   0   2   2   0   70 1012
   0   2   2   0   70 1013
   0   2   2   0   70 1014
 100 100 100   1    8 1202
 100 100 100   1   30 1207
 100 100 100   1   24 1209
 100 100 100   1   23 1303
 100 100 100   1   30 1307
 100 100 100   1   20 1308
 100 100 100   1   20 1309
 100 100 100   1   21 1312
 100 100 100   1   28 1313
   0   2   2   0   98 1315
 100 100 100   1   22 1316
   2  23   0   0   24 1317
  44  23  23   1   28 1402
 100 100 100   1   30 1406
 100 100 100   1   40 1407
 100 100 100   1   25 1409
   0   2   2   0   64 1411
   0   0   0   0   26 1414
 100 100 100   6   30 1416
   2  23   0   0   25 1417
 100 100 100   7   16 1424
   2  23   0   0   36 1426
 100 100 100  16   14 1429
 100 100 100  16   14 1430
 100 100 100  16   10 1431
   0   0   0   0   12 2553 (âö 1)
   0   0   0   0   12 2554 (âö 2)
   0   0   0   0   12 2555 (âö 3)
   0   0   0   0   24 1420 (âö 4)
   0   0   0   0   24 1403 (âö 5)
 100 100 100   2   20 2201
 100 100 100   2    6 2202à
 100 100 100   2    6 2202á
 100 100 100   2   15 2203
 100 100 100   2   16 2205
 100 100 100   2   16 2206
 100 100 100   2   26 2208
 100 100 100   2   12 2209
 100 100 100   2   20 2210
   2   3   4   0  120 2303
 100 100 100   5   15 2304
 100 100 100  19   34 2305
   2   3   5   0  120 2306
  23  24   0   0   10 2307
  23  24   0   0   12 2308
 100 100 100   4   50 2402
 100 100 100   4   12 2403
   0   0   0   0   10 2411
 100 100 100   2   10 2501
 100 100 100   5   22 2502
 100 100 100   2   16 2503
 100 100 100   2    5 2504
 100 100 100   2    5 2505
 100 100 100   2    5 2506
 100 100 100   6   15 2557
 100 100 100   2   15 2608
 100 100 100   2   12 2609
 100 100 100   2   12 2610
 100 100 100   2   10 2611
 100 100 100   2   14 2662
 100 100 100   2   12 2667
 100 100 100   2   30 2668
   2  23   0   0   22 2711
 100 100 100   3   16 2802
 100 100 100   3   22 2806
   2  23   0   0   30 2808
   0   0   0   0   14 2814
 100 100 100  26   12 2815à
 100 100 100  26   14 2815á
 100 100 100  26   14 2815â
 100 100 100  26   40 2816
 100 100 100  26   16 2817
 100 100 100  26   13 2817à
 100 100 100   4   24 1ÔÎ1
 100 100 100   4   16 1ÔÎ2
   0   0   0   0  250 Àêò.çàë
